名稱	閃電種類	時間	經度	緯度
對地閃電 557-2022-08-06 16:14	對地	2022-08-06 16	120.549	23.42
對地閃電 558-2022-08-06 16:14	對地	2022-08-06 16	120.443	23.255
雲間閃電 491-2022-08-06 16:14	雲間	2022-08-06 16	120.482	23.31
對地閃電 559-2022-08-06 16:14	對地	2022-08-06 16	120.486	22.883
對地閃電 560-2022-08-06 16:14	對地	2022-08-06 16	120.427	23.312
對地閃電 561-2022-08-06 16:14	對地	2022-08-06 16	120.402	23.29
雲間閃電 492-2022-08-06 16:14	雲間	2022-08-06 16	120.543	22.92
對地閃電 562-2022-08-06 16:14	對地	2022-08-06 16	120.526	22.898
雲間閃電 493-2022-08-06 16:14	雲間	2022-08-06 16	120.609	22.954
雲間閃電 494-2022-08-06 16:14	雲間	2022-08-06 16	120.608	22.957
雲間閃電 495-2022-08-06 16:14	雲間	2022-08-06 16	120.406	23.149
雲間閃電 496-2022-08-06 16:14	雲間	2022-08-06 16	120.533	23.018
雲間閃電 497-2022-08-06 16:14	雲間	2022-08-06 16	120.531	22.889
雲間閃電 498-2022-08-06 16:14	雲間	2022-08-06 16	120.537	22.899
雲間閃電 499-2022-08-06 16:14	雲間	2022-08-06 16	120.539	22.893
雲間閃電 500-2022-08-06 16:14	雲間	2022-08-06 16	120.543	22.893
對地閃電 563-2022-08-06 16:14	對地	2022-08-06 16	120.54	22.892
對地閃電 564-2022-08-06 16:14	對地	2022-08-06 16	120.477	23.363
雲間閃電 501-2022-08-06 16:14	雲間	2022-08-06 16	120.481	23.36
雲間閃電 502-2022-08-06 16:14	雲間	2022-08-06 16	120.479	23.313
對地閃電 565-2022-08-06 16:14	對地	2022-08-06 16	120.461	22.913
雲間閃電 503-2022-08-06 16:14	雲間	2022-08-06 16	120.475	22.916
雲間閃電 504-2022-08-06 16:14	雲間	2022-08-06 16	120.647	22.963
對地閃電 566-2022-08-06 16:14	對地	2022-08-06 16	120.615	22.993
雲間閃電 505-2022-08-06 16:14	雲間	2022-08-06 16	120.525	22.863
雲間閃電 506-2022-08-06 16:14	雲間	2022-08-06 16	120.287	23.189
對地閃電 567-2022-08-06 16:14	對地	2022-08-06 16	120.301	23.186
對地閃電 568-2022-08-06 16:14	對地	2022-08-06 16	120.305	23.192
對地閃電 569-2022-08-06 16:14	對地	2022-08-06 16	120.556	22.979
雲間閃電 507-2022-08-06 16:14	雲間	2022-08-06 16	120.479	23.361
雲間閃電 508-2022-08-06 16:14	雲間	2022-08-06 16	120.451	22.969
雲間閃電 509-2022-08-06 16:14	雲間	2022-08-06 16	120.474	23.363
對地閃電 570-2022-08-06 16:14	對地	2022-08-06 16	120.324	23.157
對地閃電 571-2022-08-06 16:14	對地	2022-08-06 16	120.464	22.857
對地閃電 572-2022-08-06 16:14	對地	2022-08-06 16	120.595	23.003
雲間閃電 510-2022-08-06 16:14	雲間	2022-08-06 16	120.322	23.105
對地閃電 573-2022-08-06 16:14	對地	2022-08-06 16	120.594	23.004
對地閃電 574-2022-08-06 16:14	對地	2022-08-06 16	120.592	23.008
雲間閃電 511-2022-08-06 16:14	雲間	2022-08-06 16	120.316	23.115
雲間閃電 512-2022-08-06 16:14	雲間	2022-08-06 16	120.466	22.936
對地閃電 575-2022-08-06 16:14	對地	2022-08-06 16	120.486	22.958
對地閃電 576-2022-08-06 16:14	對地	2022-08-06 16	120.485	22.927
對地閃電 577-2022-08-06 16:14	對地	2022-08-06 16	120.488	22.95
雲間閃電 513-2022-08-06 16:14	雲間	2022-08-06 16	120.574	23.458
雲間閃電 514-2022-08-06 16:15	雲間	2022-08-06 16	120.465	23.258
雲間閃電 515-2022-08-06 16:15	雲間	2022-08-06 16	120.475	22.928
對地閃電 578-2022-08-06 16:15	對地	2022-08-06 16	120.454	23.355
對地閃電 579-2022-08-06 16:15	對地	2022-08-06 16	120.469	23.359
對地閃電 580-2022-08-06 16:15	對地	2022-08-06 16	120.4	23.295
雲間閃電 516-2022-08-06 16:15	雲間	2022-08-06 16	120.574	22.993
對地閃電 581-2022-08-06 16:15	對地	2022-08-06 16	120.543	22.907
雲間閃電 517-2022-08-06 16:15	雲間	2022-08-06 16	120.57	23.458
雲間閃電 518-2022-08-06 16:15	雲間	2022-08-06 16	120.551	23.464
雲間閃電 519-2022-08-06 16:15	雲間	2022-08-06 16	120.525	22.889
對地閃電 582-2022-08-06 16:15	對地	2022-08-06 16	120.588	23.463
對地閃電 583-2022-08-06 16:15	對地	2022-08-06 16	120.472	23.186
對地閃電 584-2022-08-06 16:15	對地	2022-08-06 16	120.475	23.185
對地閃電 585-2022-08-06 16:15	對地	2022-08-06 16	120.533	23.402
對地閃電 586-2022-08-06 16:15	對地	2022-08-06 16	120.497	23.394
對地閃電 587-2022-08-06 16:15	對地	2022-08-06 16	120.616	22.978
雲間閃電 520-2022-08-06 16:15	雲間	2022-08-06 16	120.478	23.318
對地閃電 588-2022-08-06 16:15	對地	2022-08-06 16	120.386	23.287
對地閃電 589-2022-08-06 16:15	對地	2022-08-06 16	120.338	23.309
對地閃電 590-2022-08-06 16:15	對地	2022-08-06 16	120.554	22.895
雲間閃電 521-2022-08-06 16:15	雲間	2022-08-06 16	120.555	22.887
對地閃電 591-2022-08-06 16:15	對地	2022-08-06 16	120.565	22.888
對地閃電 592-2022-08-06 16:15	對地	2022-08-06 16	120.511	22.913
對地閃電 593-2022-08-06 16:15	對地	2022-08-06 16	120.554	22.884
對地閃電 594-2022-08-06 16:15	對地	2022-08-06 16	120.56	22.884
對地閃電 595-2022-08-06 16:15	對地	2022-08-06 16	120.56	22.884
對地閃電 596-2022-08-06 16:15	對地	2022-08-06 16	120.563	22.886
對地閃電 597-2022-08-06 16:15	對地	2022-08-06 16	120.56	22.886
雲間閃電 522-2022-08-06 16:15	雲間	2022-08-06 16	120.468	23.323
雲間閃電 523-2022-08-06 16:15	雲間	2022-08-06 16	120.469	23.357
對地閃電 598-2022-08-06 16:15	對地	2022-08-06 16	120.46	22.921
對地閃電 599-2022-08-06 16:15	對地	2022-08-06 16	120.604	22.976
雲間閃電 524-2022-08-06 16:15	雲間	2022-08-06 16	120.598	22.963
對地閃電 600-2022-08-06 16:15	對地	2022-08-06 16	120.61	22.962
對地閃電 601-2022-08-06 16:15	對地	2022-08-06 16	120.559	23.482
雲間閃電 525-2022-08-06 16:15	雲間	2022-08-06 16	120.412	23.336
雲間閃電 526-2022-08-06 16:15	雲間	2022-08-06 16	120.445	23.346
雲間閃電 527-2022-08-06 16:15	雲間	2022-08-06 16	120.391	23.305
對地閃電 602-2022-08-06 16:15	對地	2022-08-06 16	120.518	23.425
對地閃電 603-2022-08-06 16:15	對地	2022-08-06 16	120.569	23.45
雲間閃電 528-2022-08-06 16:15	雲間	2022-08-06 16	120.443	23.326
對地閃電 604-2022-08-06 16:15	對地	2022-08-06 16	120.548	23.405
對地閃電 605-2022-08-06 16:15	對地	2022-08-06 16	120.562	23.475
對地閃電 606-2022-08-06 16:15	對地	2022-08-06 16	120.552	23.48
對地閃電 607-2022-08-06 16:15	對地	2022-08-06 16	120.468	23.214
對地閃電 608-2022-08-06 16:15	對地	2022-08-06 16	120.574	23.433
雲間閃電 529-2022-08-06 16:15	雲間	2022-08-06 16	120.618	22.991
雲間閃電 530-2022-08-06 16:15	雲間	2022-08-06 16	120.613	22.991
對地閃電 609-2022-08-06 16:15	對地	2022-08-06 16	120.319	23.104
雲間閃電 531-2022-08-06 16:15	雲間	2022-08-06 16	120.331	23.103
雲間閃電 532-2022-08-06 16:16	雲間	2022-08-06 16	120.467	23.362
對地閃電 610-2022-08-06 16:16	對地	2022-08-06 16	120.471	23.254
雲間閃電 533-2022-08-06 16:16	雲間	2022-08-06 16	120.461	23.254
對地閃電 611-2022-08-06 16:16	對地	2022-08-06 16	120.546	22.881
雲間閃電 534-2022-08-06 16:16	雲間	2022-08-06 16	120.575	23.424
雲間閃電 535-2022-08-06 16:16	雲間	2022-08-06 16	120.592	23.004
對地閃電 612-2022-08-06 16:16	對地	2022-08-06 16	120.449	22.752
對地閃電 613-2022-08-06 16:16	對地	2022-08-06 16	120.585	22.856
對地閃電 614-2022-08-06 16:16	對地	2022-08-06 16	120.413	23.292
雲間閃電 536-2022-08-06 16:16	雲間	2022-08-06 16	120.581	22.855
雲間閃電 537-2022-08-06 16:16	雲間	2022-08-06 16	120.639	22.954
雲間閃電 538-2022-08-06 16:16	雲間	2022-08-06 16	120.472	23.338
對地閃電 615-2022-08-06 16:16	對地	2022-08-06 16	120.612	22.972
雲間閃電 539-2022-08-06 16:16	雲間	2022-08-06 16	120.6	22.96
對地閃電 616-2022-08-06 16:16	對地	2022-08-06 16	120.58	22.965
雲間閃電 540-2022-08-06 16:16	雲間	2022-08-06 16	120.597	22.962
對地閃電 617-2022-08-06 16:16	對地	2022-08-06 16	120.55	23.436
雲間閃電 541-2022-08-06 16:16	雲間	2022-08-06 16	120.434	23.307
對地閃電 618-2022-08-06 16:16	對地	2022-08-06 16	120.437	23.305
雲間閃電 542-2022-08-06 16:16	雲間	2022-08-06 16	120.559	23.457
對地閃電 619-2022-08-06 16:16	對地	2022-08-06 16	120.46	22.902
對地閃電 620-2022-08-06 16:16	對地	2022-08-06 16	120.482	23.359
對地閃電 621-2022-08-06 16:16	對地	2022-08-06 16	120.568	23.472
對地閃電 622-2022-08-06 16:16	對地	2022-08-06 16	120.558	23.001
對地閃電 623-2022-08-06 16:16	對地	2022-08-06 16	120.566	22.996
對地閃電 624-2022-08-06 16:16	對地	2022-08-06 16	120.464	23.366
對地閃電 625-2022-08-06 16:16	對地	2022-08-06 16	120.47	23.365
對地閃電 626-2022-08-06 16:16	對地	2022-08-06 16	120.472	23.373
雲間閃電 543-2022-08-06 16:16	雲間	2022-08-06 16	120.33	23.171
對地閃電 627-2022-08-06 16:16	對地	2022-08-06 16	120.552	23.452
對地閃電 628-2022-08-06 16:16	對地	2022-08-06 16	120.585	23.44
對地閃電 629-2022-08-06 16:16	對地	2022-08-06 16	120.63	22.963
對地閃電 630-2022-08-06 16:16	對地	2022-08-06 16	120.444	23.371
雲間閃電 544-2022-08-06 16:16	雲間	2022-08-06 16	120.482	23.356
對地閃電 631-2022-08-06 16:16	對地	2022-08-06 16	120.542	23.441
對地閃電 632-2022-08-06 16:16	對地	2022-08-06 16	120.426	23.34
雲間閃電 545-2022-08-06 16:16	雲間	2022-08-06 16	120.462	22.944
對地閃電 633-2022-08-06 16:16	對地	2022-08-06 16	120.53	22.998
對地閃電 634-2022-08-06 16:16	對地	2022-08-06 16	120.555	23.028
對地閃電 635-2022-08-06 16:16	對地	2022-08-06 16	120.543	23.024
對地閃電 636-2022-08-06 16:16	對地	2022-08-06 16	120.556	23.03
雲間閃電 546-2022-08-06 16:16	雲間	2022-08-06 16	120.546	22.884
雲間閃電 547-2022-08-06 16:16	雲間	2022-08-06 16	120.554	23.03
對地閃電 637-2022-08-06 16:16	對地	2022-08-06 16	120.554	23.029
對地閃電 638-2022-08-06 16:16	對地	2022-08-06 16	120.444	23.296
雲間閃電 548-2022-08-06 16:16	雲間	2022-08-06 16	120.469	23.384
對地閃電 639-2022-08-06 16:16	對地	2022-08-06 16	120.483	23.381
對地閃電 640-2022-08-06 16:16	對地	2022-08-06 16	120.468	23.383
對地閃電 641-2022-08-06 16:17	對地	2022-08-06 16	120.469	23.255
對地閃電 642-2022-08-06 16:17	對地	2022-08-06 16	120.594	22.969
對地閃電 643-2022-08-06 16:17	對地	2022-08-06 16	120.589	22.979
對地閃電 644-2022-08-06 16:17	對地	2022-08-06 16	120.729	23.267
雲間閃電 549-2022-08-06 16:17	雲間	2022-08-06 16	120.533	22.886
對地閃電 645-2022-08-06 16:17	對地	2022-08-06 16	120.536	22.886
對地閃電 646-2022-08-06 16:17	對地	2022-08-06 16	120.544	22.89
對地閃電 647-2022-08-06 16:17	對地	2022-08-06 16	120.528	22.894
對地閃電 648-2022-08-06 16:17	對地	2022-08-06 16	120.545	23.441
對地閃電 649-2022-08-06 16:17	對地	2022-08-06 16	120.551	23.462
雲間閃電 550-2022-08-06 16:17	雲間	2022-08-06 16	120.46	22.868
對地閃電 650-2022-08-06 16:17	對地	2022-08-06 16	120.563	23.466
雲間閃電 551-2022-08-06 16:17	雲間	2022-08-06 16	120.633	22.976
對地閃電 651-2022-08-06 16:17	對地	2022-08-06 16	120.623	22.984
雲間閃電 552-2022-08-06 16:17	雲間	2022-08-06 16	120.558	23.435
雲間閃電 553-2022-08-06 16:17	雲間	2022-08-06 16	120.47	22.927
雲間閃電 554-2022-08-06 16:17	雲間	2022-08-06 16	120.532	22.898
對地閃電 652-2022-08-06 16:17	對地	2022-08-06 16	120.451	23.373
對地閃電 653-2022-08-06 16:17	對地	2022-08-06 16	120.452	23.371
對地閃電 654-2022-08-06 16:17	對地	2022-08-06 16	120.558	23.008
對地閃電 655-2022-08-06 16:17	對地	2022-08-06 16	120.636	22.795
對地閃電 656-2022-08-06 16:17	對地	2022-08-06 16	120.474	23.246
對地閃電 657-2022-08-06 16:17	對地	2022-08-06 16	120.551	22.88
雲間閃電 555-2022-08-06 16:17	雲間	2022-08-06 16	120.545	22.885
對地閃電 658-2022-08-06 16:17	對地	2022-08-06 16	120.558	22.884
對地閃電 659-2022-08-06 16:17	對地	2022-08-06 16	120.558	22.884
雲間閃電 556-2022-08-06 16:17	雲間	2022-08-06 16	120.449	22.916
雲間閃電 557-2022-08-06 16:17	雲間	2022-08-06 16	120.449	22.917
雲間閃電 558-2022-08-06 16:17	雲間	2022-08-06 16	120.556	23.458
對地閃電 660-2022-08-06 16:17	對地	2022-08-06 16	120.543	23.46
雲間閃電 559-2022-08-06 16:17	雲間	2022-08-06 16	120.457	23.379
雲間閃電 560-2022-08-06 16:17	雲間	2022-08-06 16	120.597	22.965
雲間閃電 561-2022-08-06 16:17	雲間	2022-08-06 16	120.557	23.427
對地閃電 661-2022-08-06 16:17	對地	2022-08-06 16	120.548	23.408
對地閃電 662-2022-08-06 16:17	對地	2022-08-06 16	120.568	23.42
對地閃電 663-2022-08-06 16:17	對地	2022-08-06 16	120.462	23.389
對地閃電 664-2022-08-06 16:17	對地	2022-08-06 16	120.589	23.478
雲間閃電 562-2022-08-06 16:17	雲間	2022-08-06 16	120.454	23.342
對地閃電 665-2022-08-06 16:17	對地	2022-08-06 16	120.533	23.456
對地閃電 666-2022-08-06 16:17	對地	2022-08-06 16	120.54	23.412
雲間閃電 563-2022-08-06 16:17	雲間	2022-08-06 16	120.462	23.385
雲間閃電 564-2022-08-06 16:17	雲間	2022-08-06 16	120.578	23.476
對地閃電 667-2022-08-06 16:17	對地	2022-08-06 16	120.477	22.945
對地閃電 668-2022-08-06 16:17	對地	2022-08-06 16	120.469	22.974
對地閃電 669-2022-08-06 16:17	對地	2022-08-06 16	120.478	22.94
對地閃電 670-2022-08-06 16:17	對地	2022-08-06 16	120.479	22.949
對地閃電 671-2022-08-06 16:17	對地	2022-08-06 16	120.478	22.946
對地閃電 672-2022-08-06 16:17	對地	2022-08-06 16	120.448	23.374
對地閃電 673-2022-08-06 16:17	對地	2022-08-06 16	120.463	23.377
對地閃電 674-2022-08-06 16:17	對地	2022-08-06 16	120.552	23.463
雲間閃電 565-2022-08-06 16:17	雲間	2022-08-06 16	120.587	22.98
雲間閃電 566-2022-08-06 16:17	雲間	2022-08-06 16	120.561	22.992
雲間閃電 567-2022-08-06 16:17	雲間	2022-08-06 16	120.582	22.979
對地閃電 675-2022-08-06 16:17	對地	2022-08-06 16	120.554	23.012
對地閃電 676-2022-08-06 16:17	對地	2022-08-06 16	120.488	22.921
雲間閃電 568-2022-08-06 16:17	雲間	2022-08-06 16	120.546	23.451
對地閃電 677-2022-08-06 16:18	對地	2022-08-06 16	120.542	22.877
雲間閃電 569-2022-08-06 16:18	雲間	2022-08-06 16	120.477	22.937
雲間閃電 570-2022-08-06 16:18	雲間	2022-08-06 16	120.463	23.38
雲間閃電 571-2022-08-06 16:18	雲間	2022-08-06 16	120.467	23.323
雲間閃電 572-2022-08-06 16:18	雲間	2022-08-06 16	120.566	23.445
雲間閃電 573-2022-08-06 16:18	雲間	2022-08-06 16	120.531	23.411
對地閃電 678-2022-08-06 16:18	對地	2022-08-06 16	120.53	23.397
雲間閃電 574-2022-08-06 16:18	雲間	2022-08-06 16	120.598	23.406
雲間閃電 575-2022-08-06 16:18	雲間	2022-08-06 16	120.605	23.41
對地閃電 679-2022-08-06 16:18	對地	2022-08-06 16	120.427	23.308
對地閃電 680-2022-08-06 16:18	對地	2022-08-06 16	120.602	22.85
對地閃電 681-2022-08-06 16:18	對地	2022-08-06 16	120.61	22.868
對地閃電 682-2022-08-06 16:18	對地	2022-08-06 16	120.603	22.85
對地閃電 683-2022-08-06 16:18	對地	2022-08-06 16	120.51	22.984
對地閃電 684-2022-08-06 16:18	對地	2022-08-06 16	120.553	23.458
雲間閃電 576-2022-08-06 16:18	雲間	2022-08-06 16	120.554	23.476
對地閃電 685-2022-08-06 16:18	對地	2022-08-06 16	120.443	23.369
雲間閃電 577-2022-08-06 16:18	雲間	2022-08-06 16	120.524	22.809
對地閃電 686-2022-08-06 16:18	對地	2022-08-06 16	120.487	22.895
雲間閃電 578-2022-08-06 16:18	雲間	2022-08-06 16	120.46	23.195
對地閃電 687-2022-08-06 16:18	對地	2022-08-06 16	120.497	23.358
雲間閃電 579-2022-08-06 16:18	雲間	2022-08-06 16	120.525	22.899
對地閃電 688-2022-08-06 16:18	對地	2022-08-06 16	120.491	22.882
對地閃電 689-2022-08-06 16:18	對地	2022-08-06 16	120.487	22.887
對地閃電 690-2022-08-06 16:18	對地	2022-08-06 16	120.494	22.886
對地閃電 691-2022-08-06 16:18	對地	2022-08-06 16	120.491	22.884
對地閃電 692-2022-08-06 16:18	對地	2022-08-06 16	120.499	22.891
對地閃電 693-2022-08-06 16:18	對地	2022-08-06 16	120.493	22.884
對地閃電 694-2022-08-06 16:18	對地	2022-08-06 16	120.599	23.459
對地閃電 695-2022-08-06 16:18	對地	2022-08-06 16	120.548	23.456
雲間閃電 580-2022-08-06 16:18	雲間	2022-08-06 16	120.548	22.886
雲間閃電 581-2022-08-06 16:18	雲間	2022-08-06 16	120.564	23.449
雲間閃電 582-2022-08-06 16:19	雲間	2022-08-06 16	120.567	22.973
對地閃電 696-2022-08-06 16:19	對地	2022-08-06 16	120.543	23.432
對地閃電 697-2022-08-06 16:19	對地	2022-08-06 16	120.405	23.343
對地閃電 698-2022-08-06 16:19	對地	2022-08-06 16	120.556	22.866
對地閃電 699-2022-08-06 16:19	對地	2022-08-06 16	120.601	23.425
雲間閃電 583-2022-08-06 16:19	雲間	2022-08-06 16	120.45	23.235
對地閃電 700-2022-08-06 16:19	對地	2022-08-06 16	120.456	23.243
雲間閃電 584-2022-08-06 16:19	雲間	2022-08-06 16	120.454	23.23
雲間閃電 585-2022-08-06 16:19	雲間	2022-08-06 16	120.416	23.331
對地閃電 701-2022-08-06 16:19	對地	2022-08-06 16	120.526	22.889
對地閃電 702-2022-08-06 16:19	對地	2022-08-06 16	120.438	23.301
對地閃電 703-2022-08-06 16:19	對地	2022-08-06 16	120.458	23.364
對地閃電 704-2022-08-06 16:19	對地	2022-08-06 16	120.475	23.323
雲間閃電 586-2022-08-06 16:19	雲間	2022-08-06 16	120.536	23.031
對地閃電 705-2022-08-06 16:19	對地	2022-08-06 16	120.588	23.458
對地閃電 706-2022-08-06 16:19	對地	2022-08-06 16	120.472	23.384
對地閃電 707-2022-08-06 16:19	對地	2022-08-06 16	120.541	23.432
對地閃電 708-2022-08-06 16:19	對地	2022-08-06 16	120.537	22.877
雲間閃電 587-2022-08-06 16:19	雲間	2022-08-06 16	120.537	22.878
雲間閃電 588-2022-08-06 16:19	雲間	2022-08-06 16	120.476	22.9
雲間閃電 589-2022-08-06 16:19	雲間	2022-08-06 16	120.466	22.911
雲間閃電 590-2022-08-06 16:19	雲間	2022-08-06 16	120.393	23.354
對地閃電 709-2022-08-06 16:19	對地	2022-08-06 16	120.447	23.233
雲間閃電 591-2022-08-06 16:19	雲間	2022-08-06 16	120.555	23.427
對地閃電 710-2022-08-06 16:19	對地	2022-08-06 16	120.5	23.35
對地閃電 711-2022-08-06 16:19	對地	2022-08-06 16	120.474	23.367
對地閃電 712-2022-08-06 16:19	對地	2022-08-06 16	120.49	23.361
對地閃電 713-2022-08-06 16:19	對地	2022-08-06 16	120.472	23.352
對地閃電 714-2022-08-06 16:19	對地	2022-08-06 16	120.475	22.946
對地閃電 715-2022-08-06 16:19	對地	2022-08-06 16	120.472	22.948
對地閃電 716-2022-08-06 16:19	對地	2022-08-06 16	120.477	22.947
雲間閃電 592-2022-08-06 16:19	雲間	2022-08-06 16	120.477	22.95
雲間閃電 593-2022-08-06 16:19	雲間	2022-08-06 16	120.476	22.948
對地閃電 717-2022-08-06 16:19	對地	2022-08-06 16	120.395	23.353
對地閃電 718-2022-08-06 16:20	對地	2022-08-06 16	120.543	22.896
雲間閃電 594-2022-08-06 16:20	雲間	2022-08-06 16	120.575	23.452
雲間閃電 595-2022-08-06 16:20	雲間	2022-08-06 16	120.455	23.316
對地閃電 719-2022-08-06 16:20	對地	2022-08-06 16	120.383	23.245
雲間閃電 596-2022-08-06 16:20	雲間	2022-08-06 16	120.544	23.002
雲間閃電 597-2022-08-06 16:20	雲間	2022-08-06 16	120.559	23.002
雲間閃電 598-2022-08-06 16:20	雲間	2022-08-06 16	120.525	22.878
對地閃電 720-2022-08-06 16:20	對地	2022-08-06 16	120.34	23.162
對地閃電 721-2022-08-06 16:20	對地	2022-08-06 16	120.568	23.398
雲間閃電 599-2022-08-06 16:20	雲間	2022-08-06 16	120.387	23.353
對地閃電 722-2022-08-06 16:20	對地	2022-08-06 16	120.444	23.39
對地閃電 723-2022-08-06 16:20	對地	2022-08-06 16	120.442	23.359
對地閃電 724-2022-08-06 16:20	對地	2022-08-06 16	120.586	22.77
對地閃電 725-2022-08-06 16:20	對地	2022-08-06 16	120.554	23.433
雲間閃電 600-2022-08-06 16:20	雲間	2022-08-06 16	120.557	23.442
雲間閃電 601-2022-08-06 16:20	雲間	2022-08-06 16	120.42	23.337
雲間閃電 602-2022-08-06 16:20	雲間	2022-08-06 16	120.389	23.335
對地閃電 726-2022-08-06 16:20	對地	2022-08-06 16	120.493	23.34
雲間閃電 603-2022-08-06 16:20	雲間	2022-08-06 16	120.571	22.869
雲間閃電 604-2022-08-06 16:20	雲間	2022-08-06 16	120.481	22.893
雲間閃電 605-2022-08-06 16:20	雲間	2022-08-06 16	120.619	22.86
對地閃電 727-2022-08-06 16:20	對地	2022-08-06 16	120.47	23.386
對地閃電 728-2022-08-06 16:20	對地	2022-08-06 16	120.383	22.864
雲間閃電 606-2022-08-06 16:20	雲間	2022-08-06 16	120.393	23.359
雲間閃電 607-2022-08-06 16:20	雲間	2022-08-06 16	120.561	22.876
對地閃電 729-2022-08-06 16:20	對地	2022-08-06 16	120.544	23.437
雲間閃電 608-2022-08-06 16:20	雲間	2022-08-06 16	120.583	23.449
對地閃電 730-2022-08-06 16:20	對地	2022-08-06 16	120.469	23.257
對地閃電 731-2022-08-06 16:20	對地	2022-08-06 16	120.463	23.26
對地閃電 732-2022-08-06 16:21	對地	2022-08-06 16	120.395	23.343
雲間閃電 609-2022-08-06 16:21	雲間	2022-08-06 16	120.418	23.259
雲間閃電 610-2022-08-06 16:21	雲間	2022-08-06 16	120.396	23.339
雲間閃電 611-2022-08-06 16:21	雲間	2022-08-06 16	120.584	23.012
雲間閃電 612-2022-08-06 16:21	雲間	2022-08-06 16	120.587	23.01
對地閃電 733-2022-08-06 16:21	對地	2022-08-06 16	120.583	23.012
對地閃電 734-2022-08-06 16:21	對地	2022-08-06 16	120.581	23.014
對地閃電 735-2022-08-06 16:21	對地	2022-08-06 16	120.576	23.012
雲間閃電 613-2022-08-06 16:21	雲間	2022-08-06 16	120.408	23.34
雲間閃電 614-2022-08-06 16:21	雲間	2022-08-06 16	120.454	22.712
對地閃電 736-2022-08-06 16:21	對地	2022-08-06 16	120.462	22.926
雲間閃電 615-2022-08-06 16:21	雲間	2022-08-06 16	120.514	22.944
對地閃電 737-2022-08-06 16:21	對地	2022-08-06 16	120.469	22.927
對地閃電 738-2022-08-06 16:21	對地	2022-08-06 16	120.469	22.927
對地閃電 739-2022-08-06 16:21	對地	2022-08-06 16	120.519	22.884
雲間閃電 616-2022-08-06 16:21	雲間	2022-08-06 16	120.599	23.44
對地閃電 740-2022-08-06 16:21	對地	2022-08-06 16	120.596	23.461
雲間閃電 617-2022-08-06 16:21	雲間	2022-08-06 16	120.41	23.338
對地閃電 741-2022-08-06 16:21	對地	2022-08-06 16	120.546	23.443
對地閃電 742-2022-08-06 16:21	對地	2022-08-06 16	120.54	23.432
雲間閃電 618-2022-08-06 16:21	雲間	2022-08-06 16	120.534	23.427
對地閃電 743-2022-08-06 16:21	對地	2022-08-06 16	120.607	23.441
對地閃電 744-2022-08-06 16:21	對地	2022-08-06 16	120.547	23.411
對地閃電 745-2022-08-06 16:21	對地	2022-08-06 16	120.493	22.827
對地閃電 746-2022-08-06 16:21	對地	2022-08-06 16	120.525	23.452
對地閃電 747-2022-08-06 16:21	對地	2022-08-06 16	120.542	23.464
雲間閃電 619-2022-08-06 16:21	雲間	2022-08-06 16	120.543	23.467
對地閃電 748-2022-08-06 16:21	對地	2022-08-06 16	120.444	22.877
雲間閃電 620-2022-08-06 16:21	雲間	2022-08-06 16	120.434	22.902
雲間閃電 621-2022-08-06 16:21	雲間	2022-08-06 16	120.447	22.883
雲間閃電 622-2022-08-06 16:21	雲間	2022-08-06 16	120.52	22.893
雲間閃電 623-2022-08-06 16:21	雲間	2022-08-06 16	120.616	22.966
對地閃電 749-2022-08-06 16:21	對地	2022-08-06 16	120.553	23.457
對地閃電 750-2022-08-06 16:21	對地	2022-08-06 16	120.601	23.421
對地閃電 751-2022-08-06 16:21	對地	2022-08-06 16	120.493	22.899
對地閃電 752-2022-08-06 16:21	對地	2022-08-06 16	120.507	22.915
對地閃電 753-2022-08-06 16:21	對地	2022-08-06 16	120.545	22.876
對地閃電 754-2022-08-06 16:21	對地	2022-08-06 16	120.471	23.245
對地閃電 755-2022-08-06 16:21	對地	2022-08-06 16	120.499	23.354
雲間閃電 624-2022-08-06 16:21	雲間	2022-08-06 16	120.565	23.454
雲間閃電 625-2022-08-06 16:21	雲間	2022-08-06 16	120.444	23.309
雲間閃電 626-2022-08-06 16:21	雲間	2022-08-06 16	120.6	22.849
雲間閃電 627-2022-08-06 16:21	雲間	2022-08-06 16	120.322	23.376
雲間閃電 628-2022-08-06 16:22	雲間	2022-08-06 16	120.576	23.448
雲間閃電 629-2022-08-06 16:22	雲間	2022-08-06 16	120.569	22.846
對地閃電 756-2022-08-06 16:22	對地	2022-08-06 16	120.467	22.877
對地閃電 757-2022-08-06 16:22	對地	2022-08-06 16	120.465	22.903
對地閃電 758-2022-08-06 16:22	對地	2022-08-06 16	120.479	22.922
對地閃電 759-2022-08-06 16:22	對地	2022-08-06 16	120.552	23.426
對地閃電 760-2022-08-06 16:22	對地	2022-08-06 16	120.599	23.448
雲間閃電 630-2022-08-06 16:22	雲間	2022-08-06 16	120.53	22.875
對地閃電 761-2022-08-06 16:22	對地	2022-08-06 16	120.412	23.299
對地閃電 762-2022-08-06 16:22	對地	2022-08-06 16	120.554	23.459
對地閃電 763-2022-08-06 16:22	對地	2022-08-06 16	120.568	23.393
對地閃電 764-2022-08-06 16:22	對地	2022-08-06 16	120.481	23.364
對地閃電 765-2022-08-06 16:22	對地	2022-08-06 16	120.459	23.371
對地閃電 766-2022-08-06 16:22	對地	2022-08-06 16	120.533	23.438
對地閃電 767-2022-08-06 16:22	對地	2022-08-06 16	120.591	22.975
